FC69C3D3_000001-T1	NCU10129-t26_1-p1	7.56e-101	285	100
FC69C3D3_000002-T1	NCU09901-t26_1-p1	8.79e-155	436	100
FC69C3D3_000003-T1	NCU09903-t26_1-p1	0.0	2146	100
FC69C3D3_000004-T1	NCU09904-t26_1-p1	0.0	971	100
FC69C3D3_000005-T1	NCU09906-t26_1-p1	0.0	1738	100
FC69C3D3_000006-T1	NCU09907-t26_1-p1	0.0	951	100
FC69C3D3_000007-T1	NCU09908-t26_1-p1	6.59e-141	396	100
FC69C3D3_000008-T1	NCU09909-t26_1-p1	0.0	1333	100
FC69C3D3_000009-T1	NCU09910-t26_1-p1	0.0	1695	98.3
FC69C3D3_000010-T1	NCU09911-t26_1-p1	1.70e-213	580	100
FC69C3D3_000011-T1	NCU09912-t26_1-p1	0.0	1182	100
FC69C3D3_000012-T1	NCU09913-t26_1-p1	0.0	980	100
FC69C3D3_000013-T1	NCU09914-t26_1-p1	1.05e-159	439	100
FC69C3D3_000014-T1	NCU08049-t26_1-p1	0.0	1804	98.3
FC69C3D3_000015-T1	NCU08050-t26_1-p1	0.0	1090	100
FC69C3D3_000016-T1	NCU08051-t26_1-p1	0.0	1114	100
FC69C3D3_000017-T1	NCU08052-t26_1-p1	1.25e-254	692	100
FC69C3D3_000018-T1	NCU08053-t26_1-p1	3.89e-99	280	100
FC69C3D3_000019-T1	NCU08054-t26_1-p1	0.0	1967	100
FC69C3D3_000020-T1	NCU08055-t26_1-p1	1.50e-131	374	100
FC69C3D3_000021-T1	NCU08056-t26_1-p1	0.0	3155	100
FC69C3D3_000022-T1	NCU08057-t26_1-p1	2.96e-220	598	100
FC69C3D3_000023-T1	NCU08058-t26_1-p1	0.0	1267	100
FC69C3D3_000024-T1	NCU08060-t26_1-p1	0.0	951	96.3
FC69C3D3_000025-T1	NCU08062-t26_1-p1	0.0	1141	100
FC69C3D3_000026-T1	NCU08063-t26_1-p1	0.0	1612	94.9
FC69C3D3_000027-T1	NCU08064-t26_1-p1	0.0	2602	100
FC69C3D3_000028-T1	NCU08065-t26_1-p1	0.0	993	100
FC69C3D3_000029-T1	NCU08066-t26_1-p1	0.0	964	100
FC69C3D3_000030-T1	NCU10696-t26_1-p1	3.32e-142	394	100
FC69C3D3_000031-T1	NCU08067-t26_1-p1	8.88e-222	603	100
FC69C3D3_000032-T1	NCU08068-t26_1-p1	1.69e-110	312	100
FC69C3D3_000033-T1	NCU08069-t26_1-p1	0.0	933	100
FC69C3D3_000034-T1	NCU08070-t26_1-p1	1.09e-170	468	100
FC69C3D3_000035-T1	NCU08071-t26_1-p1	1.68e-75	217	100
FC69C3D3_000037-T1	NCU08072-t26_1-p1	0.0	1298	100
FC69C3D3_000038-T1	NCU08073-t26_1-p1	2.72e-254	703	100
FC69C3D3_000039-T1	NCU08074-t26_1-p1	1.89e-146	408	100
FC69C3D3_000040-T1	NCU08075-t26_1-p1	0.0	1424	99.1
FC69C3D3_000041-T1	NCU08076-t26_1-p1	0.0	1104	100
FC69C3D3_000042-T1	NCU08077-t26_1-p1	1.87e-237	647	100
FC69C3D3_000043-T1	NCU08078-t26_1-p1	2.27e-128	359	100
FC69C3D3_000044-T1	NCU08084-t26_1-p1	9.97e-86	254	100
FC69C3D3_000045-T1	NCU08087-t26_1-p1	2.09e-212	578	100
FC69C3D3_000046-T1	NCU08089-t26_1-p1	2.73e-46	140	100
FC69C3D3_000047-T1	NCU08090-t26_1-p1	2.44e-57	172	100
FC69C3D3_000048-T1	NCU08091-t26_1-p1	2.39e-233	638	100
FC69C3D3_000049-T1	NCU08092-t26_1-p1	3.18e-247	669	100
FC69C3D3_000050-T1	NCU08094-t26_1-p1	4.99e-252	686	99.7
FC69C3D3_000051-T1	NCU08095-t26_1-p1	6.09e-186	507	100
FC69C3D3_000052-T1	NCU08096-t26_1-p1	0.0	1273	100
FC69C3D3_000053-T1	NCU08097-t26_1-p1	0.0	1703	100
FC69C3D3_000054-T1	NCU08101-t26_1-p1	0.0	1171	100
FC69C3D3_000055-T1	NCU08103-t26_1-p1	0.0	890	100
FC69C3D3_000056-T1	NCU08106-t26_1-p1	8.71e-288	783	100
FC69C3D3_000057-T1	NCU08107-t26_1-p1	1.32e-319	860	100
FC69C3D3_000060-T1	NCU08109-t26_1-p1	0.0	928	100
FC69C3D3_000061-T1	NCU08110-t26_1-p1	0.0	1465	100
FC69C3D3_000062-T1	NCU08111-t26_1-p1	3.88e-309	834	100
FC69C3D3_000063-T1	NCU08112-t26_1-p1	0.0	1091	100
FC69C3D3_000064-T1	NCU08113-t26_1-p1	1.65e-70	211	92.3
FC69C3D3_000065-T1	NCU08114-t26_1-p1	0.0	1060	100
FC69C3D3_000066-T1	NCU08115-t26_1-p1	0.0	2053	100
FC69C3D3_000067-T1	NCU08116-t26_1-p1	0.0	949	100
FC69C3D3_000068-T1	NCU08117-t26_1-p1	0.0	1204	100
FC69C3D3_000069-T1	NCU08118-t26_1-p1	0.0	2383	100
FC69C3D3_000070-T1	NCU08119-t26_1-p1	0.0	1577	100
FC69C3D3_000071-T1	NCU08120-t26_1-p1	0.0	904	100
FC69C3D3_000072-T1	NCU08121-t26_1-p1	4.98e-131	365	100
FC69C3D3_000073-T1	NCU10647-t26_1-p1	4.28e-244	682	100
FC69C3D3_000074-T1	NCU07509-t26_1-p1	1.03e-249	676	100
FC69C3D3_000075-T1	NCU07508-t26_1-p1	0.0	1021	100
FC69C3D3_000076-T1	NCU07507-t26_1-p1	2.56e-50	151	100
