tr|A7UWL5|A7UWL5_NEUCR	tr|A7UWL5|A7UWL5_NEUCR	100
tr|A7UWS5|A7UWS5_NEUCR	tr|A7UWS5|A7UWS5_NEUCR	100
tr|F5HEB1|F5HEB1_NEUCR	tr|F5HEB1|F5HEB1_NEUCR	100
sp|F5HIJ5|RM16_NEUCR	sp|F5HIJ5|RM16_NEUCR	100
tr|Q1K4P4|Q1K4P4_NEUCR	tr|Q1K4P4|Q1K4P4_NEUCR	100
tr|Q1K4Q6|Q1K4Q6_NEUCR	tr|Q1K4Q6|Q1K4Q6_NEUCR	100
tr|Q1K5T3|Q1K5T3_NEUCR	tr|Q1K5T3|Q1K5T3_NEUCR	100
tr|Q1K5X4|Q1K5X4_NEUCR	tr|Q1K5X4|Q1K5X4_NEUCR	100
tr|Q1K6F5|Q1K6F5_NEUCR	tr|Q1K6F5|Q1K6F5_NEUCR	100
tr|Q1K6H0|Q1K6H0_NEUCR	tr|Q1K6H0|Q1K6H0_NEUCR	100
tr|Q1K6S6|Q1K6S6_NEUCR	tr|Q1K6S6|Q1K6S6_NEUCR	100
tr|Q1K6V4|Q1K6V4_NEUCR	tr|Q1K6V4|Q1K6V4_NEUCR	100
tr|Q1K755|Q1K755_NEUCR	tr|Q1K755|Q1K755_NEUCR	100
tr|Q1K7X3|Q1K7X3_NEUCR	tr|Q1K7X3|Q1K7X3_NEUCR	100
tr|Q1K886|Q1K886_NEUCR	tr|Q1K886|Q1K886_NEUCR	100
tr|Q1K8A7|Q1K8A7_NEUCR	tr|Q1K8A7|Q1K8A7_NEUCR	100
tr|Q1K8H8|Q1K8H8_NEUCR	tr|Q1K8H8|Q1K8H8_NEUCR	100
tr|Q1K906|Q1K906_NEUCR	tr|Q1K906|Q1K906_NEUCR	100
tr|Q7RVP4|Q7RVP4_NEUCR	tr|Q7RVP4|Q7RVP4_NEUCR	100
tr|Q7RW19|Q7RW19_NEUCR	tr|Q7RW19|Q7RW19_NEUCR	100
tr|Q7RW89|Q7RW89_NEUCR	tr|Q7RW89|Q7RW89_NEUCR	100
tr|Q7RW97|Q7RW97_NEUCR	tr|Q7RW97|Q7RW97_NEUCR	100
tr|Q7RWK3|Q7RWK3_NEUCR	tr|Q7RWK3|Q7RWK3_NEUCR	100
tr|Q7RWN0|Q7RWN0_NEUCR	tr|Q7RWN0|Q7RWN0_NEUCR	100
tr|Q7RWR7|Q7RWR7_NEUCR	tr|Q7RWR7|Q7RWR7_NEUCR	100
tr|Q7RX92|Q7RX92_NEUCR	tr|Q7RX92|Q7RX92_NEUCR	100
tr|Q7RYZ3|Q7RYZ3_NEUCR	tr|Q7RYZ3|Q7RYZ3_NEUCR	100
tr|Q7RZ98|Q7RZ98_NEUCR	tr|Q7RZ98|Q7RZ98_NEUCR	100
tr|Q7RZB1|Q7RZB1_NEUCR	tr|Q7RZB1|Q7RZB1_NEUCR	100
tr|Q7RZR9|Q7RZR9_NEUCR	tr|Q7RZR9|Q7RZR9_NEUCR	100
tr|Q7S0G2|Q7S0G2_NEUCR	tr|Q7S0G2|Q7S0G2_NEUCR	100
tr|Q7S0I5|Q7S0I5_NEUCR	tr|Q7S0I5|Q7S0I5_NEUCR	100
tr|Q7S0K1|Q7S0K1_NEUCR	tr|Q7S0K1|Q7S0K1_NEUCR	100
tr|Q7S0T1|Q7S0T1_NEUCR	tr|Q7S0T1|Q7S0T1_NEUCR	100
tr|Q7S0T8|Q7S0T8_NEUCR	tr|Q7S0T8|Q7S0T8_NEUCR	100
tr|Q7S162|Q7S162_NEUCR	tr|Q7S162|Q7S162_NEUCR	100
tr|Q7S1U6|Q7S1U6_NEUCR	tr|Q7S1U6|Q7S1U6_NEUCR	100
tr|Q7S1V7|Q7S1V7_NEUCR	tr|Q7S1V7|Q7S1V7_NEUCR	100
tr|Q7S264|Q7S264_NEUCR	tr|Q7S264|Q7S264_NEUCR	100
tr|Q7S285|Q7S285_NEUCR	tr|Q7S285|Q7S285_NEUCR	100
tr|Q7S442|Q7S442_NEUCR	tr|Q7S442|Q7S442_NEUCR	100
tr|Q7S4A2|Q7S4A2_NEUCR	tr|Q7S4A2|Q7S4A2_NEUCR	100
tr|Q7S4H1|Q7S4H1_NEUCR	tr|Q7S4H1|Q7S4H1_NEUCR	100
tr|Q7S4X8|Q7S4X8_NEUCR	tr|Q7S4X8|Q7S4X8_NEUCR	100
tr|Q7S4Y8|Q7S4Y8_NEUCR	tr|Q7S4Y8|Q7S4Y8_NEUCR	100
tr|Q7S522|Q7S522_NEUCR	tr|Q7S522|Q7S522_NEUCR	100
tr|Q7S5B8|Q7S5B8_NEUCR	tr|Q7S5B8|Q7S5B8_NEUCR	100
tr|Q7S5I4|Q7S5I4_NEUCR	tr|Q7S5I4|Q7S5I4_NEUCR	100
tr|Q7S5Q9|Q7S5Q9_NEUCR	tr|Q7S5Q9|Q7S5Q9_NEUCR	100
tr|Q7S6A2|Q7S6A2_NEUCR	tr|Q7S6A2|Q7S6A2_NEUCR	100
tr|Q7S6I0|Q7S6I0_NEUCR	tr|Q7S6I0|Q7S6I0_NEUCR	100
tr|Q7S6I2|Q7S6I2_NEUCR	tr|Q7S6I2|Q7S6I2_NEUCR	100
tr|Q7S6R4|Q7S6R4_NEUCR	tr|Q7S6R4|Q7S6R4_NEUCR	100
tr|Q7S6Y0|Q7S6Y0_NEUCR	tr|Q7S6Y0|Q7S6Y0_NEUCR	100
tr|Q7S7I2|Q7S7I2_NEUCR	tr|Q7S7I2|Q7S7I2_NEUCR	100
tr|Q7S9F4|Q7S9F4_NEUCR	tr|Q7S9F4|Q7S9F4_NEUCR	100
tr|Q7SA41|Q7SA41_NEUCR	tr|Q7SA41|Q7SA41_NEUCR	100
tr|Q7SAB0|Q7SAB0_NEUCR	tr|Q7SAB0|Q7SAB0_NEUCR	100
tr|Q7SAF9|Q7SAF9_NEUCR	tr|Q7SAF9|Q7SAF9_NEUCR	100
tr|Q7SAM8|Q7SAM8_NEUCR	tr|Q7SAM8|Q7SAM8_NEUCR	100
tr|Q7SBA1|Q7SBA1_NEUCR	tr|Q7SBA1|Q7SBA1_NEUCR	100
tr|Q7SBF7|Q7SBF7_NEUCR	tr|Q7SBF7|Q7SBF7_NEUCR	100
tr|Q7SBH6|Q7SBH6_NEUCR	tr|Q7SBH6|Q7SBH6_NEUCR	100
tr|Q7SBQ9|Q7SBQ9_NEUCR	tr|Q7SBQ9|Q7SBQ9_NEUCR	100
tr|Q7SD37|Q7SD37_NEUCR	tr|Q7SD37|Q7SD37_NEUCR	100
tr|Q7SD61|Q7SD61_NEUCR	tr|Q7SD61|Q7SD61_NEUCR	100
tr|Q7SD69|Q7SD69_NEUCR	tr|Q7SD69|Q7SD69_NEUCR	100
tr|Q7SDQ8|Q7SDQ8_NEUCR	tr|Q7SDQ8|Q7SDQ8_NEUCR	100
tr|Q7SDY0|Q7SDY0_NEUCR	tr|Q7SDY0|Q7SDY0_NEUCR	100
tr|Q7SDZ2|Q7SDZ2_NEUCR	tr|Q7SDZ2|Q7SDZ2_NEUCR	100
tr|Q7SEP6|Q7SEP6_NEUCR	tr|Q7SEP6|Q7SEP6_NEUCR	100
tr|Q7SEW4|Q7SEW4_NEUCR	tr|Q7SEW4|Q7SEW4_NEUCR	100
tr|Q7SEX3|Q7SEX3_NEUCR	tr|Q7SEX3|Q7SEX3_NEUCR	100
tr|Q7SFY8|Q7SFY8_NEUCR	tr|Q7SFY8|Q7SFY8_NEUCR	100
sp|Q7SGU0|RT18_NEUCR	sp|Q7SGU0|RT18_NEUCR	100
tr|Q7SGX6|Q7SGX6_NEUCR	tr|Q7SGX6|Q7SGX6_NEUCR	100
tr|Q7SGZ0|Q7SGZ0_NEUCR	tr|Q7SGZ0|Q7SGZ0_NEUCR	100
tr|Q7SH30|Q7SH30_NEUCR	tr|Q7SH30|Q7SH30_NEUCR	100
tr|Q7SI49|Q7SI49_NEUCR	tr|Q7SI49|Q7SI49_NEUCR	100
sp|Q871W6|MBF1_NEUCR	sp|Q871W6|MBF1_NEUCR	100
sp|Q872T7|HPPD_NEUCR	sp|Q872T7|HPPD_NEUCR	100
sp|Q96U48|YB960_NEUCR	sp|Q96U48|YB960_NEUCR	100
tr|U9W3I2|U9W3I2_NEUCR	tr|U9W3I2|U9W3I2_NEUCR	100
tr|V5IKD9|V5IKD9_NEUCR	tr|V5IKD9|V5IKD9_NEUCR	100
tr|V5IKE3|V5IKE3_NEUCR	tr|V5IKE3|V5IKE3_NEUCR	100
tr|V5IL12|V5IL12_NEUCR	tr|V5IL12|V5IL12_NEUCR	100
tr|V5ILB9|V5ILB9_NEUCR	tr|V5ILB9|V5ILB9_NEUCR	100
tr|V5ILG7|V5ILG7_NEUCR	tr|V5ILG7|V5ILG7_NEUCR	100
sp|V5IM60|RM39_NEUCR	sp|V5IM60|RM39_NEUCR	100
tr|V5IMB3|V5IMB3_NEUCR	tr|V5IMB3|V5IMB3_NEUCR	100
tr|V5IMD0|V5IMD0_NEUCR	tr|V5IMD0|V5IMD0_NEUCR	100
tr|V5IME9|V5IME9_NEUCR	tr|V5IME9|V5IME9_NEUCR	100
tr|V5IMF5|V5IMF5_NEUCR	tr|V5IMF5|V5IMF5_NEUCR	100
