C286__EHA02359_bin.2_gene_0_3	B2UR14	38.7	217	2.30e-51	164
C286__EHA02359_bin.2_gene_0_4	B2UN27	67.0	88	3.63e-39	122
C286__EHA02359_bin.2_gene_0_5	B2UM07	56.3	701	7.55e-265	745
C286__EHA02359_bin.2_gene_0_6	B2UP65	48.1	206	1.62e-71	213
C286__EHA02359_bin.2_gene_0_7	B2UP64	74.1	398	1.61e-213	590
C286__EHA02359_bin.2_gene_0_8	B2UL52	51.2	336	2.65e-116	338
C286__EHA02359_bin.2_gene_0_9	B2UL51	44.7	356	3.43e-91	275
C286__EHA02359_bin.2_gene_0_10	B2UMV5	64.0	484	5.33e-214	595
C286__EHA02359_bin.2_gene_0_11	B2UMV6	59.8	321	4.24e-134	381
C286__EHA02359_bin.2_gene_0_13	B2UR12	45.8	323	2.72e-100	295
C286__EHA02359_bin.2_gene_0_14	B2UPN2	77.1	140	2.84e-75	217
C286__EHA02359_bin.2_gene_1_1	B2UPQ6	68.6	420	3.33e-230	632
C286__EHA02359_bin.2_gene_1_2	B2URJ0	60.8	383	5.89e-167	468
C286__EHA02359_bin.2_gene_2_1	B2UL46	72.2	266	4.30e-133	377
C286__EHA02359_bin.2_gene_2_3	B2UNJ3	77.0	422	1.42e-239	656
C286__EHA02359_bin.2_gene_2_4	B2ULA0	51.8	303	1.88e-97	285
C286__EHA02359_bin.2_gene_2_5	B2UL99	77.5	360	2.30e-198	547
C286__EHA02359_bin.2_gene_3_1	B2ULV7	42.2	296	7.40e-78	245
C286__EHA02359_bin.2_gene_3_2	B2ULZ4	60.5	200	6.90e-86	248
C286__EHA02359_bin.2_gene_3_3	B2ULZ3	60.7	509	4.25e-217	608
C286__EHA02359_bin.2_gene_3_4	B2UL24	61.9	202	1.47e-94	271
C286__EHA02359_bin.2_gene_3_5	B2UL23	71.8	195	1.07e-103	294
C286__EHA02359_bin.2_gene_3_7	B2UM10	50.7	746	3.13e-245	696
C286__EHA02359_bin.2_gene_3_10	B2UMP9	41.8	347	3.24e-80	249
C286__EHA02359_bin.2_gene_4_2	B2ULR8	62.7	338	5.76e-167	466
C286__EHA02359_bin.2_gene_4_5	B2UP90	64.7	442	1.07e-204	570
C286__EHA02359_bin.2_gene_4_6	B2ULX0	74.5	533	2.62e-297	811
C286__EHA02359_bin.2_gene_4_7	B2ULX1	65.2	512	7.95e-237	657
C286__EHA02359_bin.2_gene_4_8	B2UPN0	26.3	205	2.99e-16	73.6
C286__EHA02359_bin.2_gene_4_10	B2UQK8	50.4	371	2.63e-124	361
C286__EHA02359_bin.2_gene_4_11	B2UNR8	49.7	308	1.75e-95	281
C286__EHA02359_bin.2_gene_4_12	B2UNR9	50.0	330	2.01e-107	314
C286__EHA02359_bin.2_gene_4_13	B2UQJ2	67.1	222	2.10e-102	295
C286__EHA02359_bin.2_gene_4_15	B2ULP7	64.9	168	1.05e-67	202
C286__EHA02359_bin.2_gene_4_16	B2ULP6	91.2	57	6.14e-34	106
C286__EHA02359_bin.2_gene_4_17	B2ULP5	85.2	81	5.09e-48	143
C286__EHA02359_bin.2_gene_4_18	B2ULP4	74.0	262	4.97e-144	401
C286__EHA02359_bin.2_gene_4_19	B2ULM0	61.8	317	1.69e-145	410
C286__EHA02359_bin.2_gene_4_20	B2URM3	29.9	251	3.84e-08	53.5
C286__EHA02359_bin.2_gene_6_2	B2UMU5	74.7	509	2.69e-281	769
C286__EHA02359_bin.2_gene_6_3	B2UN42	37.8	670	1.58e-129	404
C286__EHA02359_bin.2_gene_6_4	B2UPB0	72.2	36	9.68e-12	52.0
C286__EHA02359_bin.2_gene_7_2	B2UQ71	76.1	636	0.0	1038
C286__EHA02359_bin.2_gene_7_5	B2UP10	60.2	362	6.53e-157	442
C286__EHA02359_bin.2_gene_7_7	B2UL03	59.4	138	1.08e-47	152
C286__EHA02359_bin.2_gene_7_9	B2ULA6	45.2	485	4.01e-134	394
C286__EHA02359_bin.2_gene_7_10	B2UNL5	72.5	437	1.06e-233	642
C286__EHA02359_bin.2_gene_7_11	B2UP17	63.9	202	9.64e-82	239
C286__EHA02359_bin.2_gene_7_12	B2UL92	74.9	509	1.92e-288	787
C286__EHA02359_bin.2_gene_7_13	B2UMH6	62.7	429	4.14e-176	496
C286__EHA02359_bin.2_gene_7_14	B2UNU6	57.6	278	1.63e-117	338
C286__EHA02359_bin.2_gene_7_17	B2UMZ5	72.1	136	1.56e-73	212
C286__EHA02359_bin.2_gene_7_18	B2UMZ6	45.2	261	1.53e-73	223
C286__EHA02359_bin.2_gene_7_19	B2UN29	80.4	245	2.76e-141	395
C286__EHA02359_bin.2_gene_7_20	B2UM86	39.8	196	2.85e-44	144
C286__EHA02359_bin.2_gene_7_21	B2UM87	41.3	167	1.07e-38	126
C286__EHA02359_bin.2_gene_7_22	B2UM88	56.3	407	1.99e-176	494
C286__EHA02359_bin.2_gene_7_26	B2UNN8	67.6	71	9.32e-28	99.8
C286__EHA02359_bin.2_gene_10_1	B2URF8	52.5	181	2.45e-53	170
C286__EHA02359_bin.2_gene_10_3	B2ULE2	48.8	651	1.16e-196	563
