UHM298.41072_R.bin.118|k141_2698_6	sp|Q06198|RPSH_PSEAE	sp|Q06198|RPSH_PSEAE RNA polymerase sigma-H factor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algU PE=1 SV=1	1.71e-28	108
UHM298.41072_R.bin.118|k141_1475373_17	sp|A9CIN5|YEPA_AGRFC	sp|A9CIN5|YEPA_AGRFC Peptidoglycan-binding protein YepA OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=yepA PE=3 SV=1	2.83e-06	54.3
UHM298.41072_R.bin.118|k141_1270742_13	sp|Q47749|VANX_ENTFA	sp|Q47749|VANX_ENTFA D-alanyl-D-alanine dipeptidase OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=vanXB PE=2 SV=2	4.36e-40	140
GB_GCA_030525455.1|JAUNER010000020.1_32	sp|O32231|RNR_BACSU	sp|O32231|RNR_BACSU Ribonuclease R OS=Bacillus subtilis (strain 168) OX=224308 GN=rnr PE=1 SV=1	4.96e-105	342
GB_GCA_030525455.1|JAUNER010000021.1_11	sp|O31550|ACOC_BACSU	sp|O31550|ACOC_BACSU Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system OS=Bacillus subtilis (strain 168) OX=224308 GN=acoC PE=3 SV=1	1.28e-18	89.4
GB_GCA_030525455.1|JAUNER010000008.1_60	sp|Q06198|RPSH_PSEAE	sp|Q06198|RPSH_PSEAE RNA polymerase sigma-H factor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algU PE=1 SV=1	4.89e-30	112
GB_GCA_030525455.1|JAUNER010000014.1_5	sp|Q9ZHV9|EXBD2_VIBCH	sp|Q9ZHV9|EXBD2_VIBCH Biopolymer transport protein exbD2 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=exbD2 PE=3 SV=1	9.31e-12	61.6
GB_GCA_030525455.1|JAUNER010000017.1_27	sp|Q6NPF9|TRXY1_ARATH	sp|Q6NPF9|TRXY1_ARATH Thioredoxin Y1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g76760 PE=1 SV=1	4.51e-12	64.3
GB_GCA_017517385.1|JAFWZG010000021.1_16	sp|Q06241|VANX_ENTFC	sp|Q06241|VANX_ENTFC D-alanyl-D-alanine dipeptidase OS=Enterococcus faecium OX=1352 GN=vanX PE=1 SV=1	8.04e-44	149
GB_GCA_017517385.1|JAFWZG010000052.1_33	sp|Q54WR9|GLNA3_DICDI	sp|Q54WR9|GLNA3_DICDI Type-3 glutamine synthetase OS=Dictyostelium discoideum OX=44689 GN=glnA3 PE=1 SV=1	1.16e-214	622
GB_GCA_017517385.1|JAFWZG010000054.1_5	sp|O32231|RNR_BACSU	sp|O32231|RNR_BACSU Ribonuclease R OS=Bacillus subtilis (strain 168) OX=224308 GN=rnr PE=1 SV=1	1.32e-97	321
GB_GCA_904501915.1|CAJGCV010000001.1_11	sp|O32231|RNR_BACSU	sp|O32231|RNR_BACSU Ribonuclease R OS=Bacillus subtilis (strain 168) OX=224308 GN=rnr PE=1 SV=1	4.72e-97	320
GB_GCA_904501915.1|CAJGCV010000011.1_7	sp|Q8ABA7|HIS7_BACTN	sp|Q8ABA7|HIS7_BACTN Histidine biosynthesis bifunctional protein HisB OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=hisB PE=1 SV=1	1.58e-182	513
GB_GCA_904501915.1|CAJGCV010000059.1_4	sp|Q06198|RPSH_PSEAE	sp|Q06198|RPSH_PSEAE RNA polymerase sigma-H factor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algU PE=1 SV=1	1.14e-24	98.6
GB_GCA_904501915.1|CAJGCV010000083.1_7	sp|Q6NPF9|TRXY1_ARATH	sp|Q6NPF9|TRXY1_ARATH Thioredoxin Y1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g76760 PE=1 SV=1	2.67e-10	59.7
UHM1228.23072_R.bin.109|k141_644947_3	sp|P23843|OPPA_ECOLI	sp|P23843|OPPA_ECOLI Periplasmic oligopeptide-binding protein OppA OS=Escherichia coli (strain K12) OX=83333 GN=oppA PE=1 SV=2	2.19e-20	89.4
UHM1228.23072_R.bin.109|k141_1057619_2	sp|O32231|RNR_BACSU	sp|O32231|RNR_BACSU Ribonuclease R OS=Bacillus subtilis (strain 168) OX=224308 GN=rnr PE=1 SV=1	1.15e-114	367
STP572.12604_R.bin.69|k141_356340_11	sp|O32231|RNR_BACSU	sp|O32231|RNR_BACSU Ribonuclease R OS=Bacillus subtilis (strain 168) OX=224308 GN=rnr PE=1 SV=1	3.12e-118	376
STP572.12604_R.bin.69|k141_33880_16	sp|O34779|PRPC_BACSU	sp|O34779|PRPC_BACSU Protein phosphatase PrpC OS=Bacillus subtilis (strain 168) OX=224308 GN=prpC PE=1 SV=1	6.30e-15	75.5
GB_GCA_947588645.1|CANPYO010000001.1_7	sp|Q9XAK6|VANX_STRCO	sp|Q9XAK6|VANX_STRCO D-alanyl-D-alanine dipeptidase OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=vanX PE=1 SV=1	4.38e-48	159
GB_GCA_947588645.1|CANPYO010000038.1_9	sp|P44492|TSAE_HAEIN	sp|P44492|TSAE_HAEIN tRNA threonylcarbamoyladenosine biosynthesis protein TsaE OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=tsaE PE=1 SV=1	1.91e-17	76.6
GB_GCA_947588645.1|CANPYO010000069.1_11	sp|Q6NPF9|TRXY1_ARATH	sp|Q6NPF9|TRXY1_ARATH Thioredoxin Y1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g76760 PE=1 SV=1	6.17e-07	50.8
GB_GCA_947588645.1|CANPYO010000100.1_1	sp|Q8A7Z7|HIS2_BACTN	sp|Q8A7Z7|HIS2_BACTN Histidine biosynthesis bifunctional protein HisIE OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=hisI PE=3 SV=1	1.67e-92	272
GB_GCA_030536145.1|JAUNQN010000024.1_24	sp|P39099|DEGQ_ECOLI	sp|P39099|DEGQ_ECOLI Periplasmic pH-dependent serine endoprotease DegQ OS=Escherichia coli (strain K12) OX=83333 GN=degQ PE=1 SV=1	1.95e-07	57.4
GB_GCA_030536145.1|JAUNQN010000025.1_33	sp|Q9KDI4|YAJC_HALH5	sp|Q9KDI4|YAJC_HALH5 Sec translocon accessory complex subunit YajC OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=yajC PE=3 SV=1	7.13e-20	80.1
GB_GCA_030536145.1|JAUNQN010000006.1_28	sp|O32231|RNR_BACSU	sp|O32231|RNR_BACSU Ribonuclease R OS=Bacillus subtilis (strain 168) OX=224308 GN=rnr PE=1 SV=1	1.44e-86	292
GB_GCA_030536145.1|JAUNQN010000043.1_9	sp|Q54WR9|GLNA3_DICDI	sp|Q54WR9|GLNA3_DICDI Type-3 glutamine synthetase OS=Dictyostelium discoideum OX=44689 GN=glnA3 PE=1 SV=1	1.72e-215	624
GB_GCA_030536145.1|JAUNQN010000012.1_8	sp|P52232|THIO1_SYNY3	sp|P52232|THIO1_SYNY3 Thioredoxin-like protein slr0233 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr0233 PE=1 SV=1	5.49e-08	52.0
GB_GCA_030536145.1|JAUNQN010000013.1_43	sp|Q9ZHV9|EXBD2_VIBCH	sp|Q9ZHV9|EXBD2_VIBCH Biopolymer transport protein exbD2 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=exbD2 PE=3 SV=1	4.45e-06	46.6
GB_GCA_030536145.1|JAUNQN010000001.1_24	sp|Q9XAK6|VANX_STRCO	sp|Q9XAK6|VANX_STRCO D-alanyl-D-alanine dipeptidase OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=vanX PE=1 SV=1	1.01e-44	151
