UHM102bin47__k141_119261_30	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM102bin47__k141_47894_2	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	2.44e-91	266
UHM102bin47__k141_77912_5	sp|P24240|ASCB_ECOLI	sp|P24240|ASCB_ECOLI 6-phospho-beta-glucosidase AscB OS=Escherichia coli (strain K12) OX=83333 GN=ascB PE=3 SV=2	8.94e-179	503
UHM102bin47__k141_121109_5	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM102bin47__k141_22727_15	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM125bin22__k141_61065_21	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM125bin22__k141_5898_55	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	2.09e-92	269
UHM125bin22__k141_121389_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM125bin22__k141_35901_26	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.28e-60	201
UHM125bin48__k141_21561_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM145bin17__k141_132383_10	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM145bin17__k141_86069_1	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM145bin17__k141_119420_14	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM145bin17__k141_124820_9	sp|P07658|FDHF_ECOLI	sp|P07658|FDHF_ECOLI Formate dehydrogenase H OS=Escherichia coli (strain K12) OX=83333 GN=fdhF PE=1 SV=2	7.36e-92	283
UHM145bin17__k141_40619_2	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM145bin17__k141_87543_1	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM145bin33__k141_73141_2	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM145bin33__k141_125673_1	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM145bin33__k141_50473_5	sp|A6TC90|NUDK_KLEP7	sp|A6TC90|NUDK_KLEP7 GDP-mannose pyrophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=nudK PE=3 SV=1	5.87e-122	345
UHM145bin33__k141_36839_3	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM145bin28__k141_257196_130	sp|P76270|MSRC_ECOLI	sp|P76270|MSRC_ECOLI Free methionine-R-sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=msrC PE=1 SV=2	8.50e-92	268
UHM145bin28__k141_60526_2	sp|P39213|INSN_SHIDY	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911 OS=Shigella dysenteriae OX=622 GN=insN PE=3 SV=1	3.92e-20	79.7
UHM145bin28__k141_101835_25	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM145bin28__k141_101835_64	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
UHM145bin28__k141_32743_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM17bin35__k141_51412_1	sp|Q8D2E9|RPOZ_WIGBR	sp|Q8D2E9|RPOZ_WIGBR DNA-directed RNA polymerase subunit omega OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoZ PE=3 SV=1	1.98e-07	43.9
UHM17bin35__k141_9959_18	sp|Q9I1C2|MSUD_PSEAE	sp|Q9I1C2|MSUD_PSEAE Methanesulfonate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=msuD PE=2 SV=1	5.76e-59	198
UHM17bin35__k141_32818_6	sp|B7LP46|DCYD_ESCF3	sp|B7LP46|DCYD_ESCF3 D-cysteine desulfhydrase OS=Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73) OX=585054 GN=dcyD PE=3 SV=1	5.82e-95	285
