WP_000301869.1	sp|B5F8E9|RL2_SALA4	sp|B5F8E9|RL2_SALA4 Large ribosomal subunit protein uL2 OS=Salmonella agona (strain SL483) OX=454166 GN=rplB PE=3 SV=1	9.19e-198	543
WP_000358960.1	sp|A8AQJ9|RL18_CITK8	sp|A8AQJ9|RL18_CITK8 Large ribosomal subunit protein uL18 OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=rplR PE=3 SV=1	2.16e-72	214
WP_000613954.1	sp|Q6CZY0|RL14_PECAS	sp|Q6CZY0|RL14_PECAS Large ribosomal subunit protein uL14 OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491 GN=rplN PE=3 SV=1	1.22e-83	243
WP_000617546.1	sp|Q57J34|RL23_SALCH	sp|Q57J34|RL23_SALCH Large ribosomal subunit protein uL23 OS=Salmonella choleraesuis (strain SC-B67) OX=321314 GN=rplW PE=3 SV=1	2.09e-62	187
WP_000868187.1	sp|A7MPF5|RL361_CROS8	sp|A7MPF5|RL361_CROS8 Large ribosomal subunit protein bL36A OS=Cronobacter sakazakii (strain ATCC BAA-894) OX=290339 GN=rpmJ1 PE=3 SV=1	2.63e-20	76.6
WP_001096202.1	sp|A9MN60|RL5_SALAR	sp|A9MN60|RL5_SALAR Large ribosomal subunit protein uL5 OS=Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514 GN=rplE PE=3 SV=1	6.94e-126	354
WP_001138115.1	sp|A7MPI3|RS19_CROS8	sp|A7MPI3|RS19_CROS8 Small ribosomal subunit protein uS19 OS=Cronobacter sakazakii (strain ATCC BAA-894) OX=290339 GN=rpsS PE=3 SV=1	4.07e-63	188
WP_001140434.1	sp|A8AQJ6|RL30_CITK8	sp|A8AQJ6|RL30_CITK8 Large ribosomal subunit protein uL30 OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=rpmD PE=3 SV=1	2.78e-35	115
WP_001181005.1	sp|A3N357|RS10_ACTP2	sp|A3N357|RS10_ACTP2 Small ribosomal subunit protein uS10 OS=Actinobacillus pleuropneumoniae serotype 5b (strain L20) OX=416269 GN=rpsJ PE=3 SV=1	9.79e-67	198
WP_001311244.1	sp|P62524|LPID_ECO57	sp|P62524|LPID_ECO57 ilv operon leader peptide OS=Escherichia coli O157:H7 OX=83334 GN=ilvL PE=4 SV=1	2.27e-12	56.2
